제목,지역,분류,조회수,평점,북마크,url,주소
명태어장 관악신사점,봉천/신림,해물탕/해물요리,1691519,2.6,19,https://www.siksinhot.com/P/251366, 서울특별시 관악구 난곡로 330
이가,서울대/샤로수길/낙성대,이자까야,39701,2.5,1,https://www.siksinhot.com/P/426892, 서울특별시 관악구 봉천로 485-1
전주식당,봉천/신림,돼지구이,40734,2.5,4,https://www.siksinhot.com/P/375400, 서울특별시 관악구 신림로 23
모즈타파스라운지,서울대/샤로수길/낙성대,스페인,61108,2.4,8,https://www.siksinhot.com/P/371217, 서울특별시 관악구 남부순환로226길 36
이자카야나무 사당역2호점,사당/이수,이자까야,191,평가중,,https://www.siksinhot.com/P/1547422, 서울특별시 관악구 남현1길 58 덕인빌딩 2층
제주보쌈,보라매/신대방,가정식/백반,79,평가중,,https://www.siksinhot.com/P/1547299, 서울특별시 관악구 보라매로3길 29 해태보라매타워 
실비집,서울대/샤로수길/낙성대,해물탕/해물요리,1803,평가중,,https://www.siksinhot.com/P/1545383, 서울특별시 관악구 청림2길 35-3 
장수우렁불백,서울대/샤로수길/낙성대,돼지갈비,214,평가중,,https://www.siksinhot.com/P/1542025, 서울특별시 관악구 관악로 148 
리파인 샤로수길점,서울대/샤로수길/낙성대,한식주점,272,평가중,,https://www.siksinhot.com/P/1542004, 서울특별시 관악구 낙성대로4가길 11 
바깥,서울대/샤로수길/낙성대,와인,130,평가중,,https://www.siksinhot.com/P/1541830, 서울특별시 관악구 남부순환로224길 21 CS빌딩 201호
고모네 식당,봉천/신림,육회/육사시미,334,평가중,,https://www.siksinhot.com/P/1541707, 서울특별시 관악구 신원로3길 50 1층
일품,봉천/신림,돼지구이,180,평가중,,https://www.siksinhot.com/P/1541631, 서울특별시 관악구 신림동길 26 신림빌딩 1층
낙성아주,서울대/샤로수길/낙성대,무국적 주점,429,평가중,,https://www.siksinhot.com/P/1541581, 서울특별시 관악구 관악로14길 103 2층
고구마붕어빵,봉천/신림,한식기타,871,평가중,,https://www.siksinhot.com/P/1541245, 서울특별시 관악구 신림로 352 연빌딩 
락앤롤,서울대/샤로수길/낙성대,LP바,198,평가중,,https://www.siksinhot.com/P/1541211,None
고모네식당,봉천/신림,떡볶이/라면/분식,1071,평가중,,https://www.siksinhot.com/P/1540976, 서울특별시 관악구 신원로3길 50 1층
가마서울,서울대/샤로수길/낙성대,일식,1821,평가중,,https://www.siksinhot.com/P/1540759, 서울특별시 관악구 관악로14길 70 
크래프티,서울대/샤로수길/낙성대,티하우스,479,평가중,,https://www.siksinhot.com/P/1495454, 서울특별시 관악구 낙성대로 24 산마을숯불갈비 2층
박진주할머니김치곱창전골,서울대/샤로수길/낙성대,곱창/대창,977,평가중,,https://www.siksinhot.com/P/1479112, 서울특별시 관악구 남부순환로234길 19 1층
21C호프치킨,사당/이수,맥주/호프,270,평가중,,https://www.siksinhot.com/P/1475466, 서울특별시 관악구 남부순환로272길 15
